"symbol","gene_id"
"AMEX60DDU001012665","AMEX60DDU001012665"
"AMEX60DDU001012667","AMEX60DDU001012667"
"AMEX60DDU001012669","AMEX60DDU001012669"
"AMEX60DDU001012673","AMEX60DDU001012673"
"AMEX60DDU001012675","AMEX60DDU001012675"
"AMEX60DDU001012677","AMEX60DDU001012677"
"AMEX60DDU001012678","AMEX60DDU001012678"
"FD755_008966","AMEX60DDU001012682"
"AMEX60DDU001012686","AMEX60DDU001012686"
"AMEX60DDU001012690","AMEX60DDU001012690"
"AMEX60DDU001012691","AMEX60DDU001012691"
"SRD5A2.L","AMEX60DDU001012692"
"AMEX60DDU001012695","AMEX60DDU001012695"
"AMEX60DDU001012699","AMEX60DDU001012699"
"CIC.1","AMEX60DDU001012702"
"AMEX60DDU001012707","AMEX60DDU001012707"
"AMEX60DDU001012708","AMEX60DDU001012708"
"AMEX60DDU001012709","AMEX60DDU001012709"
"AMEX60DDU001012710","AMEX60DDU001012710"
"AMEX60DDU001012712","AMEX60DDU001012712"
"AMEX60DDU001012718","AMEX60DDU001012718"
"AMEX60DDU001012734","AMEX60DDU001012734"
"LOC112547415.17","AMEX60DDU001012736"
"AMEX60DDU001012742","AMEX60DDU001012742"
"AMEX60DDU001012743","AMEX60DDU001012743"
"AMEX60DDU001012745","AMEX60DDU001012745"
"AMEX60DDU001012747","AMEX60DDU001012747"
"AMEX60DDU001012748","AMEX60DDU001012748"
"AMEX60DDU001012749","AMEX60DDU001012749"
"AMEX60DDU001012750","AMEX60DDU001012750"
"AMEX60DDU001012752","AMEX60DDU001012752"
"LOC115094495.1","AMEX60DDU001012754"
"AMEX60DDU001012755","AMEX60DDU001012755"
"AMEX60DDU001012764","AMEX60DDU001012764"
"AMEX60DDU001012765","AMEX60DDU001012765"
"AMEX60DDU001012782","AMEX60DDU001012782"
"E1301_TTI022950","AMEX60DDU001012785"
"AMEX60DDU001012787","AMEX60DDU001012787"
"AMEX60DDU001012790","AMEX60DDU001012790"
"AMEX60DDU001012797","AMEX60DDU001012797"
"SCAMP5.1","AMEX60DDU001012800"
"AMEX60DDU001012802","AMEX60DDU001012802"
"AMEX60DDU001012807","AMEX60DDU001012807"
"AMEX60DDU001012808","AMEX60DDU001012808"
"AMEX60DDU001012811","AMEX60DDU001012811"
"CADR_000027305","AMEX60DDU001012813"
"LOC115575973.2","AMEX60DDU001012814"
"AMEX60DDU001012815","AMEX60DDU001012815"
"AMEX60DDU001012819","AMEX60DDU001012819"
"AMEX60DDU001012820","AMEX60DDU001012820"
"AMEX60DDU001012831","AMEX60DDU001012831"
"LOC101531646","AMEX60DDU001012835"
"LOC106594385.4","AMEX60DDU001012836"
"AMEX60DDU001012838","AMEX60DDU001012838"
"UBE2O","AMEX60DDU001012839"
"AMEX60DDU001012841","AMEX60DDU001012841"
"CRYBG2.2","AMEX60DDU001012848"
"AMEX60DDU001012850","AMEX60DDU001012850"
"LOC115074128.2","AMEX60DDU001012855"
"PDE4DIP.2","AMEX60DDU001012862"
"ROHU_003941.2","AMEX60DDU001012864"
"AMEX60DDU001012872","AMEX60DDU001012872"
"AMEX60DDU001012878","AMEX60DDU001012878"
"AMEX60DDU001012879","AMEX60DDU001012879"
"AMEX60DDU001012883","AMEX60DDU001012883"
"AMEX60DDU001012888","AMEX60DDU001012888"
"AMEX60DDU001012889","AMEX60DDU001012889"
"AMEX60DDU001012894","AMEX60DDU001012894"
"AMEX60DDU001012897","AMEX60DDU001012897"
"AMEX60DDU001012898","AMEX60DDU001012898"
"KDM2A.2","AMEX60DDU001012899"
"AMEX60DDU001012902","AMEX60DDU001012902"
"AMEX60DDU001012903","AMEX60DDU001012903"
"AMEX60DDU001012904","AMEX60DDU001012904"
"LOC104556750","AMEX60DDU001012908"
"LOC115090287","AMEX60DDU001012909"
"AMEX60DDU001012910","AMEX60DDU001012910"
"AMEX60DDU001012912","AMEX60DDU001012912"
"AMEX60DDU001012913","AMEX60DDU001012913"
"AMEX60DDU001012914","AMEX60DDU001012914"
"AMEX60DDU001012915","AMEX60DDU001012915"
"AMEX60DDU001012916","AMEX60DDU001012916"
"AMEX60DDU001012920","AMEX60DDU001012920"
"LOC115480987","AMEX60DDU001012928"
"AMEX60DDU001012929","AMEX60DDU001012929"
"AMEX60DDU001012930","AMEX60DDU001012930"
"AS27_00460.2","AMEX60DDU001012931"
"AMEX60DDU001012932","AMEX60DDU001012932"
"AMEX60DDU001012933","AMEX60DDU001012933"
"LOC104263700","AMEX60DDU001012935"
"AMEX60DDU001012936","AMEX60DDU001012936"
"AMEX60DDU001012938","AMEX60DDU001012938"
"LOC104307902","AMEX60DDU001012941"
"LOC104460028","AMEX60DDU001012942"
"LOC115100083","AMEX60DDU001012943"
"AMEX60DDU001012946","AMEX60DDU001012946"
"TCTN1.1","AMEX60DDU001012948"
"AMEX60DDU001012953","AMEX60DDU001012953"
"MDA_GLEAN10006427","AMEX60DDU001012955"
"AMEX60DDU001012956","AMEX60DDU001012956"
"AMEX60DDU001012957","AMEX60DDU001012957"
"AMEX60DDU001012958","AMEX60DDU001012958"
"LOC108801207","AMEX60DDU001012960"
"AMEX60DDU001012969","AMEX60DDU001012969"
"AMEX60DDU001012975","AMEX60DDU001012975"
"AMEX60DDU001012976","AMEX60DDU001012976"
"AMEX60DDU001012980","AMEX60DDU001012980"
"AMEX60DDU001012992","AMEX60DDU001012992"
"AMEX60DDU001012993","AMEX60DDU001012993"
"AMEX60DDU001012997","AMEX60DDU001012997"
"AMEX60DDU001013000","AMEX60DDU001013000"
"AMEX60DDU001013003","AMEX60DDU001013003"
"AMEX60DDU001013004","AMEX60DDU001013004"
"AMEX60DDU001013012","AMEX60DDU001013012"
"AMEX60DDU001013013","AMEX60DDU001013013"
"AMEX60DDU001013014","AMEX60DDU001013014"
"AMEX60DDU001013022","AMEX60DDU001013022"
"AMEX60DDU001013024","AMEX60DDU001013024"
"NID2.2","AMEX60DDU001013030"
"LOC115097463.9","AMEX60DDU001013033"
"AMEX60DDU001013034","AMEX60DDU001013034"
"PRDM7.5","AMEX60DDU001013047"
"ZNF180.5","AMEX60DDU001013048"
"AMEX60DDU001013051","AMEX60DDU001013051"
"AMEX60DDU001013052","AMEX60DDU001013052"
"AMEX60DDU001013053","AMEX60DDU001013053"
"AMEX60DDU001013064","AMEX60DDU001013064"
"AMEX60DDU001013074","AMEX60DDU001013074"
"LOC115456599","AMEX60DDU001013079"
"AMEX60DDU001013081","AMEX60DDU001013081"
"AMEX60DDU001013084","AMEX60DDU001013084"
"AMEX60DDU001013086","AMEX60DDU001013086"
"LOC115464292","AMEX60DDU001013089"
"AMEX60DDU001013094","AMEX60DDU001013094"
"AMEX60DDU001013099","AMEX60DDU001013099"
"AMEX60DDU001013100","AMEX60DDU001013100"
"AMEX60DDU001013106","AMEX60DDU001013106"
"AMEX60DDU001013109","AMEX60DDU001013109"
"DOP1A.4","AMEX60DDU001013113"
"AMEX60DDU001013126","AMEX60DDU001013126"
"AMEX60DDU001013131","AMEX60DDU001013131"
"AMEX60DDU001013133","AMEX60DDU001013133"
"LOC104371580","AMEX60DDU001013140"
"AMEX60DDU001013146","AMEX60DDU001013146"
"AMEX60DDU001013147","AMEX60DDU001013147"
"AMEX60DDU001013148","AMEX60DDU001013148"
"AMEX60DDU001013154","AMEX60DDU001013154"
"LOC115457446.1","AMEX60DDU001013155"
"AMEX60DDU001013156","AMEX60DDU001013156"
"FAM131B.1","AMEX60DDU001013164"
"AMEX60DDU001013165","AMEX60DDU001013165"
"AMEX60DDU001013166","AMEX60DDU001013166"
"AMEX60DDU001013169","AMEX60DDU001013169"
"AMEX60DDU001013170","AMEX60DDU001013170"
"PODNL1","AMEX60DDU001013178"
"AMEX60DDU001013183","AMEX60DDU001013183"
"AMEX60DDU001013189","AMEX60DDU001013189"
"AMEX60DDU001013190","AMEX60DDU001013190"
"ASCL1.1","AMEX60DDU001013192"
"AMEX60DDU001013196","AMEX60DDU001013196"
"AMEX60DDU001013197","AMEX60DDU001013197"
"AMEX60DDU001013201","AMEX60DDU001013201"
"LOC115395558.8","AMEX60DDU001013202"
"AMEX60DDU001013203","AMEX60DDU001013203"
"AMEX60DDU001013209","AMEX60DDU001013209"
"AMEX60DDU001013213","AMEX60DDU001013213"
"AMEX60DDU001013214","AMEX60DDU001013214"
"AMEX60DDU001013219","AMEX60DDU001013219"
"AMEX60DDU001013226","AMEX60DDU001013226"
"AMEX60DDU001013233","AMEX60DDU001013233"
"AMEX60DDU001013235","AMEX60DDU001013235"
"AMEX60DDU001013236","AMEX60DDU001013236"
"AMEX60DDU001013239","AMEX60DDU001013239"
"AMEX60DDU001013240","AMEX60DDU001013240"
"AMEX60DDU001013241","AMEX60DDU001013241"
"AMEX60DDU001013243","AMEX60DDU001013243"
"DPX16_19998.1","AMEX60DDU001013245"
"AMEX60DDU001013246","AMEX60DDU001013246"
"AMEX60DDU001013247","AMEX60DDU001013247"
"AMEX60DDU001013250","AMEX60DDU001013250"
"H355_000466","AMEX60DDU001013251"
"AMEX60DDU001013255","AMEX60DDU001013255"
"AMEX60DDU001013256","AMEX60DDU001013256"
"AMEX60DDU001013258","AMEX60DDU001013258"
"AMEX60DDU001013274","AMEX60DDU001013274"
"AMEX60DDU001013275","AMEX60DDU001013275"
"LOC115476378","AMEX60DDU001013277"
"AMEX60DDU001013280","AMEX60DDU001013280"
"AMEX60DDU001013281","AMEX60DDU001013281"
"AMEX60DDU001013282","AMEX60DDU001013282"
"AMEX60DDU001013283","AMEX60DDU001013283"
"AMEX60DDU001013286","AMEX60DDU001013286"
"AMEX60DDU001013287","AMEX60DDU001013287"
"AMEX60DDU001013289","AMEX60DDU001013289"
"AMEX60DDU001013290","AMEX60DDU001013290"
"AMEX60DDU001013291","AMEX60DDU001013291"
"AMEX60DDU001013296","AMEX60DDU001013296"
"AMEX60DDU001013298","AMEX60DDU001013298"
"AMEX60DDU001013299","AMEX60DDU001013299"
"AMEX60DDU001013308","AMEX60DDU001013308"
"AMEX60DDU001013310","AMEX60DDU001013310"
"AMEX60DDU001013311","AMEX60DDU001013311"
"AMEX60DDU001013312","AMEX60DDU001013312"
"AMEX60DDU001013313","AMEX60DDU001013313"
"AMEX60DDU001013321","AMEX60DDU001013321"
"AMEX60DDU001013326","AMEX60DDU001013326"
"AMEX60DDU001013331","AMEX60DDU001013331"
"MGAT5","AMEX60DDU001013333"
"AMEX60DDU001013335","AMEX60DDU001013335"
"AMEX60DDU001013337","AMEX60DDU001013337"
"AMEX60DDU001013340","AMEX60DDU001013340"
"LOC107568079","AMEX60DDU001013341"
"LOC111196626.2","AMEX60DDU001013342"
"LOC114593837.1","AMEX60DDU001013343"
"AMEX60DDU001013344","AMEX60DDU001013344"
"LOC115458170","AMEX60DDU001013345"
"LOC115458170.1","AMEX60DDU001013346"
"LOC108708171.4","AMEX60DDU001013347"
"AMEX60DDU001013349","AMEX60DDU001013349"
"AMEX60DDU001013357","AMEX60DDU001013357"
"AMEX60DDU001013359","AMEX60DDU001013359"
"AMEX60DDU001013368","AMEX60DDU001013368"
"AMEX60DDU001013369","AMEX60DDU001013369"
"AMEX60DDU001013371","AMEX60DDU001013371"
"AMEX60DDU001013372","AMEX60DDU001013372"
"AMEX60DDU001013373","AMEX60DDU001013373"
"AMEX60DDU001013374","AMEX60DDU001013374"
"AMEX60DDU001013375","AMEX60DDU001013375"
"AMEX60DDU001013378","AMEX60DDU001013378"
"AMEX60DDU001013387","AMEX60DDU001013387"
"AMEX60DDU001013389","AMEX60DDU001013389"
"AMEX60DDU001013392","AMEX60DDU001013392"
"AMEX60DDU001013395","AMEX60DDU001013395"
"DLG4.1","AMEX60DDU001013396"
"AMEX60DDU001013399","AMEX60DDU001013399"
"POL.3","AMEX60DDU001013403"
"AMEX60DDU001013404","AMEX60DDU001013404"
"MRPS25.1","AMEX60DDU001013406"
"AMEX60DDU001013411","AMEX60DDU001013411"
"AMEX60DDU001013412","AMEX60DDU001013412"
"LOC108702355.1","AMEX60DDU001013418"
"LOC108702355.2","AMEX60DDU001013419"
"AMEX60DDU001013426","AMEX60DDU001013426"
"AMEX60DDU001013427","AMEX60DDU001013427"
"AMEX60DDU001013431","AMEX60DDU001013431"
"AMEX60DDU001013434","AMEX60DDU001013434"
"LOC107391576","AMEX60DDU001013435"
"AMEX60DDU001013436","AMEX60DDU001013436"
"AMEX60DDU001013437","AMEX60DDU001013437"
"AMEX60DDU001013438","AMEX60DDU001013438"
"AMEX60DDU001013439","AMEX60DDU001013439"
"AMEX60DDU001013440","AMEX60DDU001013440"
"FD754_012638","AMEX60DDU001013441"
"AMEX60DDU001013442","AMEX60DDU001013442"
"PTPRO.1","AMEX60DDU001013445"
"LOC108696642","AMEX60DDU001013453"
"LOC115097463.10","AMEX60DDU001013454"
"AMEX60DDU001013455","AMEX60DDU001013455"
"AMEX60DDU001013456","AMEX60DDU001013456"
"AMEX60DDU001013457","AMEX60DDU001013457"
"DPX16_19998.2","AMEX60DDU001013462"
"AMEX60DDU001013463","AMEX60DDU001013463"
"AMEX60DDU001013465","AMEX60DDU001013465"
"LOC103581659","AMEX60DDU001013471"
"AMEX60DDU001013472","AMEX60DDU001013472"
"LOC114041415","AMEX60DDU001013473"
"AMEX60DDU001013479","AMEX60DDU001013479"
"AMEX60DDU001013482","AMEX60DDU001013482"
"AMEX60DDU001013485","AMEX60DDU001013485"
"LOC115084539","AMEX60DDU001013489"
"AMEX60DDU001013490","AMEX60DDU001013490"
"AMEX60DDU001013492","AMEX60DDU001013492"
"AMEX60DDU001013501","AMEX60DDU001013501"
"AMEX60DDU001013503","AMEX60DDU001013503"
"AMEX60DDU001013505","AMEX60DDU001013505"
"AMEX60DDU001013507","AMEX60DDU001013507"
"AMEX60DDU001013508","AMEX60DDU001013508"
"AMEX60DDU001013510","AMEX60DDU001013510"
"AMEX60DDU001013511","AMEX60DDU001013511"
"AMEX60DDU001013515","AMEX60DDU001013515"
"AMEX60DDU001013518","AMEX60DDU001013518"
"AMEX60DDU001013519","AMEX60DDU001013519"
"AMEX60DDU001013529","AMEX60DDU001013529"
"AMEX60DDU001013531","AMEX60DDU001013531"
"AMEX60DDU001013532","AMEX60DDU001013532"
"AMEX60DDU001013537","AMEX60DDU001013537"
"LOC112543511.11","AMEX60DDU001013542"
"AMEX60DDU001013543","AMEX60DDU001013543"
"AMEX60DDU001013546","AMEX60DDU001013546"
"FAAP100.1","AMEX60DDU001013547"
"AMEX60DDU001013549","AMEX60DDU001013549"
"AMEX60DDU001013550","AMEX60DDU001013550"
"AMEX60DDU001013551","AMEX60DDU001013551"
"EOD39_6177","AMEX60DDU001013557"
"AMEX60DDU001013561","AMEX60DDU001013561"
"AMEX60DDU001013562","AMEX60DDU001013562"
"AMEX60DDU001013563","AMEX60DDU001013563"
"AMEX60DDU001013564","AMEX60DDU001013564"
"AMEX60DDU001013570","AMEX60DDU001013570"
"AMEX60DDU001013575","AMEX60DDU001013575"
"AMEX60DDU001013583","AMEX60DDU001013583"
"LOC104467741.1","AMEX60DDU001013584"
"AMEX60DDU001013585","AMEX60DDU001013585"
"LLAP_15598","AMEX60DDU001013586"
"XELAEV_18030946MG","AMEX60DDU001013590"
"LOC113097480","AMEX60DDU001013593"
"LOC108282087","AMEX60DDU001013594"
"AMEX60DDU001013602","AMEX60DDU001013602"
"AMEX60DDU001013613","AMEX60DDU001013613"
"AMEX60DDU001013615","AMEX60DDU001013615"
"AMEX60DDU001013619","AMEX60DDU001013619"
"AMEX60DDU001013620","AMEX60DDU001013620"
"AMEX60DDU001013621","AMEX60DDU001013621"
"AMEX60DDU001013623","AMEX60DDU001013623"
"AMEX60DDU001013625","AMEX60DDU001013625"
"LOC113043683","AMEX60DDU001013626"
"PLA2G4F.1","AMEX60DDU001013638"
"AMEX60DDU001013647","AMEX60DDU001013647"
"AMEX60DDU001013648","AMEX60DDU001013648"
"CNIH4.1","AMEX60DDU001013657"
"AMEX60DDU001013659","AMEX60DDU001013659"
"AMEX60DDU001013661","AMEX60DDU001013661"
"FYB1.2","AMEX60DDU001013663"
"AMEX60DDU001013664","AMEX60DDU001013664"
"AMEX60DDU001013665","AMEX60DDU001013665"
"AMEX60DDU001013668","AMEX60DDU001013668"
"AMEX60DDU001013669","AMEX60DDU001013669"
"AMEX60DDU001013671","AMEX60DDU001013671"
"AMEX60DDU001013672","AMEX60DDU001013672"
"AMEX60DDU001013673","AMEX60DDU001013673"
"AMEX60DDU001013674","AMEX60DDU001013674"
"AMEX60DDU001013675","AMEX60DDU001013675"
"LOC115080527.1","AMEX60DDU001013677"
"AMEX60DDU001013678","AMEX60DDU001013678"
"AMEX60DDU001013680","AMEX60DDU001013680"
"AMEX60DDU001013681","AMEX60DDU001013681"
"AMEX60DDU001013683","AMEX60DDU001013683"
"AMEX60DDU001013684","AMEX60DDU001013684"
"LOC109645778","AMEX60DDU001013690"
"AMEX60DDU001013691","AMEX60DDU001013691"
"AMEX60DDU001013693","AMEX60DDU001013693"
"ROHU_034995.1","AMEX60DDU001013694"
"LOC103059287","AMEX60DDU001013695"
"AMEX60DDU001013699","AMEX60DDU001013699"
"ACOXL.2","AMEX60DDU001013700"
"AMEX60DDU001013702","AMEX60DDU001013702"
"AMEX60DDU001013704","AMEX60DDU001013704"
"AMEX60DDU001013705","AMEX60DDU001013705"
"CIB84_010250.1","AMEX60DDU001013706"
"AMEX60DDU001013713","AMEX60DDU001013713"
"BAK1.1","AMEX60DDU001013714"
"AMEX60DDU001013716","AMEX60DDU001013716"
"AMEX60DDU001013725","AMEX60DDU001013725"
"AMEX60DDU001013728","AMEX60DDU001013728"
"AMEX60DDU001013729","AMEX60DDU001013729"
"AMEX60DDU001013738","AMEX60DDU001013738"
"AMEX60DDU001013743","AMEX60DDU001013743"
"AMEX60DDU001013746","AMEX60DDU001013746"
"AMEX60DDU001013749","AMEX60DDU001013749"
"AMEX60DDU001013751","AMEX60DDU001013751"
"AMEX60DDU001013759","AMEX60DDU001013759"
"AMEX60DDU001013760","AMEX60DDU001013760"
"AMEX60DDU001013763","AMEX60DDU001013763"
"LOC101595094.2","AMEX60DDU001013765"
"LOC107115508","AMEX60DDU001013766"
"LOC102560032","AMEX60DDU001013769"
"LOC102944588.2","AMEX60DDU001013771"
"AMEX60DDU001013773","AMEX60DDU001013773"
"AMEX60DDU001013774","AMEX60DDU001013774"
"AMEX60DDU001013777","AMEX60DDU001013777"
"AMEX60DDU001013778","AMEX60DDU001013778"
"AMEX60DDU001013779","AMEX60DDU001013779"
"AMEX60DDU001013780","AMEX60DDU001013780"
"AMEX60DDU001013781","AMEX60DDU001013781"
"AMEX60DDU001013787","AMEX60DDU001013787"
"AMEX60DDU001013788","AMEX60DDU001013788"
"AMEX60DDU001013793","AMEX60DDU001013793"
"AMEX60DDU001013798","AMEX60DDU001013798"
"AMEX60DDU001013807","AMEX60DDU001013807"
"AMEX60DDU001013808","AMEX60DDU001013808"
"AMEX60DDU001013811","AMEX60DDU001013811"
"SRC.1","AMEX60DDU001013819"
"AMEX60DDU001013824","AMEX60DDU001013824"
"AMEX60DDU001013825","AMEX60DDU001013825"
"AMEX60DDU001013829","AMEX60DDU001013829"
"AMEX60DDU001013830","AMEX60DDU001013830"
"LOC112543511.12","AMEX60DDU001013834"
"AMEX60DDU001013841","AMEX60DDU001013841"
"AMEX60DDU001013843","AMEX60DDU001013843"
"AMEX60DDU001013844","AMEX60DDU001013844"
"AMEX60DDU001013845","AMEX60DDU001013845"
"AMEX60DDU001013852","AMEX60DDU001013852"
"AMEX60DDU001013854","AMEX60DDU001013854"
"AMEX60DDU001013860","AMEX60DDU001013860"
"AMEX60DDU001013864","AMEX60DDU001013864"
"AMEX60DDU001013868","AMEX60DDU001013868"
"AMEX60DDU001013870","AMEX60DDU001013870"
"AMEX60DDU001013872","AMEX60DDU001013872"
"AMEX60DDU001013873","AMEX60DDU001013873"
"AMEX60DDU001013874","AMEX60DDU001013874"
"AMEX60DDU001013877","AMEX60DDU001013877"
"AMEX60DDU001013879","AMEX60DDU001013879"
"ROHU_034995.2","AMEX60DDU001013880"
"AMEX60DDU001013885","AMEX60DDU001013885"
"AMEX60DDU001013887","AMEX60DDU001013887"
"AMEX60DDU001013891","AMEX60DDU001013891"
"AMEX60DDU001013893","AMEX60DDU001013893"
"AMEX60DDU001013895","AMEX60DDU001013895"
"RFTN1.2","AMEX60DDU001013901"
"AB205_0111470","AMEX60DDU001013902"
"AMEX60DDU001013905","AMEX60DDU001013905"
"AMEX60DDU001013917","AMEX60DDU001013917"
"MICOS10.2","AMEX60DDU001013923"
"AMEX60DDU001013925","AMEX60DDU001013925"
"AMEX60DDU001013929","AMEX60DDU001013929"
"AMEX60DDU001013935","AMEX60DDU001013935"
"AMEX60DDU001013936","AMEX60DDU001013936"
"AMEX60DDU001013937","AMEX60DDU001013937"
"AMEX60DDU001013938","AMEX60DDU001013938"
"AMEX60DDU001013940","AMEX60DDU001013940"
"AMEX60DDU001013942","AMEX60DDU001013942"
"LOC115459688","AMEX60DDU001013950"
"AMEX60DDU001013956","AMEX60DDU001013956"
"AMEX60DDU001013957","AMEX60DDU001013957"
"AMEX60DDU001013964","AMEX60DDU001013964"
"LOC109086372","AMEX60DDU001013968"
"AMEX60DDU001013969","AMEX60DDU001013969"
"AMEX60DDU001013974","AMEX60DDU001013974"
"LOC109098236.1","AMEX60DDU001013975"
"LOC109098236.2","AMEX60DDU001013976"
"LOC109081066","AMEX60DDU001013977"
"LOC102354893","AMEX60DDU001013978"
"ROHU_019343.7","AMEX60DDU001013979"
"AMEX60DDU001013980","AMEX60DDU001013980"
"AMEX60DDU001013984","AMEX60DDU001013984"
"AMEX60DDU001013986","AMEX60DDU001013986"
"AMEX60DDU001013987","AMEX60DDU001013987"
"AMEX60DDU001013988","AMEX60DDU001013988"
"AMEX60DDU001013997","AMEX60DDU001013997"
"ABHD10.3","AMEX60DDU001013998"
"AMEX60DDU001014001","AMEX60DDU001014001"
"AMEX60DDU001014002","AMEX60DDU001014002"
"AMEX60DDU001014005","AMEX60DDU001014005"
"AMEX60DDU001014018","AMEX60DDU001014018"
"AMEX60DDU001014022","AMEX60DDU001014022"
"AMEX60DDU001014036","AMEX60DDU001014036"
"AMEX60DDU001014041","AMEX60DDU001014041"
"AMEX60DDU001014042","AMEX60DDU001014042"
"LOC108510623","AMEX60DDU001014043"
"AMEX60DDU001014050","AMEX60DDU001014050"
"AMEX60DDU001014051","AMEX60DDU001014051"
"AMEX60DDU001014052","AMEX60DDU001014052"
"AMEX60DDU001014059","AMEX60DDU001014059"
"CHCHD5.1","AMEX60DDU001014061"
"AMEX60DDU001014062","AMEX60DDU001014062"
"AMEX60DDU001014063","AMEX60DDU001014063"
"NUP107.1","AMEX60DDU001014066"
"AMEX60DDU001014068","AMEX60DDU001014068"
"AMEX60DDU001014071","AMEX60DDU001014071"
"LOC108797154","AMEX60DDU001014073"
"AMEX60DDU001014076","AMEX60DDU001014076"
"AMEX60DDU001014077","AMEX60DDU001014077"
"AMEX60DDU001014080","AMEX60DDU001014080"
"AMEX60DDU001014085","AMEX60DDU001014085"
"AMEX60DDU001014086","AMEX60DDU001014086"
"AMEX60DDU001014090","AMEX60DDU001014090"
"AMEX60DDU001014092","AMEX60DDU001014092"
"LOC107983669.1","AMEX60DDU001014093"
"AMEX60DDU001014094","AMEX60DDU001014094"
"AMEX60DDU001014102","AMEX60DDU001014102"
"GANC.1","AMEX60DDU001014105"
"AMEX60DDU001014107","AMEX60DDU001014107"
"MYH2","AMEX60DDU001014108"
"AMEX60DDU001014113","AMEX60DDU001014113"
"AMEX60DDU001014114","AMEX60DDU001014114"
"AMEX60DDU001014115","AMEX60DDU001014115"
"AMEX60DDU001014120","AMEX60DDU001014120"
"AMEX60DDU001014121","AMEX60DDU001014121"
"AMEX60DDU001014123","AMEX60DDU001014123"
"LOC112545447.3","AMEX60DDU001014126"
"LOC112543511.13","AMEX60DDU001014127"
"LOC115098268","AMEX60DDU001014128"
"AMEX60DDU001014131","AMEX60DDU001014131"
"AMEX60DDU001014132","AMEX60DDU001014132"
"AMEX60DDU001014137","AMEX60DDU001014137"
"AMEX60DDU001014139","AMEX60DDU001014139"
"AMEX60DDU001014140","AMEX60DDU001014140"
"EHHADH.1","AMEX60DDU001014144"
"AMEX60DDU001014146","AMEX60DDU001014146"
"AMEX60DDU001014153","AMEX60DDU001014153"
"AMEX60DDU001014162","AMEX60DDU001014162"
"LOC106702273.25","AMEX60DDU001014164"
"TMC8.2","AMEX60DDU001014165"
"CDO1.1","AMEX60DDU001014166"
"AMEX60DDU001014167","AMEX60DDU001014167"
"AMEX60DDU001014168","AMEX60DDU001014168"
"AMEX60DDU001014172","AMEX60DDU001014172"
"AMEX60DDU001014176","AMEX60DDU001014176"
"AMEX60DDU001014177","AMEX60DDU001014177"
"AMEX60DDU001014178","AMEX60DDU001014178"
"LOC115080141.1","AMEX60DDU001014184"
"AMEX60DDU001014185","AMEX60DDU001014185"
"AMEX60DDU001014188","AMEX60DDU001014188"
"AMEX60DDU001014189","AMEX60DDU001014189"
"PSCA","AMEX60DDU001014191"
"AMEX60DDU001014198","AMEX60DDU001014198"
"AMEX60DDU001014199","AMEX60DDU001014199"
"AMEX60DDU001014200","AMEX60DDU001014200"
"AMEX60DDU001014206","AMEX60DDU001014206"
"AB205_0044200","AMEX60DDU001014211"
"AMEX60DDU001014213","AMEX60DDU001014213"
"AMEX60DDU001014214","AMEX60DDU001014214"
"AMEX60DDU001014217","AMEX60DDU001014217"
"AMEX60DDU001014226","AMEX60DDU001014226"
"LOC113430707.1","AMEX60DDU001014238"
"AMEX60DDU001014239","AMEX60DDU001014239"
"AMEX60DDU001014240","AMEX60DDU001014240"
"LOC109285069","AMEX60DDU001014242"
"AMEX60DDU001014246","AMEX60DDU001014246"
"PNLDC1.1","AMEX60DDU001014248"
"AMEX60DDU001014249","AMEX60DDU001014249"
"AMEX60DDU001014255","AMEX60DDU001014255"
"AMEX60DDU001014256","AMEX60DDU001014256"
"AMEX60DDU001014264","AMEX60DDU001014264"
"AMEX60DDU001014265","AMEX60DDU001014265"
"AMEX60DDU001014268","AMEX60DDU001014268"
"AMEX60DDU001014269","AMEX60DDU001014269"
"TIMELESS.6","AMEX60DDU001014278"
"AMEX60DDU001014279","AMEX60DDU001014279"
"AB205_0162410.5","AMEX60DDU001014281"
"AMEX60DDU001014284","AMEX60DDU001014284"
"AMEX60DDU001014287","AMEX60DDU001014287"
"AMEX60DDU001014294","AMEX60DDU001014294"
"AMEX60DDU001014302","AMEX60DDU001014302"
"AMEX60DDU001014304","AMEX60DDU001014304"
"AMEX60DDU001014315","AMEX60DDU001014315"
"AMEX60DDU001014319","AMEX60DDU001014319"
"AMEX60DDU001014320","AMEX60DDU001014320"
"AMEX60DDU001014327","AMEX60DDU001014327"
"AMEX60DDU001014329","AMEX60DDU001014329"
"LOC115476378.1","AMEX60DDU001014330"
"AMEX60DDU001014331","AMEX60DDU001014331"
"XELAEV_18013494MG","AMEX60DDU001014332"
"AMEX60DDU001014333","AMEX60DDU001014333"
"AMEX60DDU001014334","AMEX60DDU001014334"
"AMEX60DDU001014335","AMEX60DDU001014335"
"AMEX60DDU001014337","AMEX60DDU001014337"
"AMEX60DDU001014341","AMEX60DDU001014341"
"AMEX60DDU001014352","AMEX60DDU001014352"
"AMEX60DDU001014354","AMEX60DDU001014354"
"LOC115478996.4","AMEX60DDU001014359"
"AMEX60DDU001014363","AMEX60DDU001014363"
"LOC108785700","AMEX60DDU001014364"
"ASZ78_009849","AMEX60DDU001014366"
"AMEX60DDU001014367","AMEX60DDU001014367"
"AMEX60DDU001014373","AMEX60DDU001014373"
"LOC115647286","AMEX60DDU001014381"
